"procedure_code","block","procedure_desc","procedure_short_desc"
"3047308","1005","Panendoscopy to ileum with administration of tattooing agent","Panendo to ileum w tattooing"
"3047500","882","Endoscopic dilation of gastric stricture","Endoscopic dilation of gastric stricture"
"3047501","882","Endoscopic dilation of gastroduodenal stricture","Endosc dilation gastroduodenal stricture"
"3047600","851","Endoscopic administration of agent into nonbleeding lesion of oesophagus","Endosc admin agt nonbleed lsn oesoph"
"3047601","851","Endoscopic administration of agent into nonbleeding lesion of oesophagogastric junction","Endosc admin agt nonbleed lsn oesphgast"
"3047602","856","Endoscopic banding of oesophageal varices","Endoscopic banding of oesophageal varice"
"3047603","874","Endoscopic banding of gastric varices ","Endoscopic banding of gastric varices"
"3410317","726","Interruption of iliac vein","Interruption of iliac vein"
"3047800","1006","Panendoscopy to duodenum with removal of foreign body","Panendoscopy to duodenum w R/O FB"
"3047801","1007","Panendoscopy to duodenum with diathermy","Panendoscopy to duodenum with diathermy"
"3047802","1007","Panendoscopy to duodenum with heater probe coagulation","Panend to duodnm w heater probe coagltn"
"3047803","1007","Panendoscopy to duodenum with laser coagulation","Panend to duodnm w laser coagulation"
"3047804","1008","Panendoscopy to duodenum with excision of lesion","Panendoscopy to duodenum w exc of lesion"
"3047805","892","Percutaneous endoscopic jejunostomy [PEJ]","Percutaneous endoscopic jejunostomy"
"3047806","851","Endoscopic administration of agent into bleeding lesion of oesophagus","Endosc admin agt bleeding lsn oesoph"
"3047807","870","Endoscopic administration of agent into lesion of stomach or duodenum","Endosc admin agt lsn stomach/duodenum"
"3047808","870","Removal of gastrostomy tube","Removal of gastrostomy tube"
"3047809","851","Endoscopic administration of agent into bleeding lesion of oesophagogastric junction","Endosc admin agt bleeding lsn oesphgast"
"3047810","852","Oesophagoscopy with removal of foreign body","Oesophagoscopy w removal foreign body"
"3047811","856","Oesophagoscopy with diathermy","Oesophagoscopy with diathermy"
"3047812","856","Oesophagoscopy with heater probe coagulation","Oesophagoscopy with heater probe coag"
"3047813","861","Oesophagoscopy with excision of lesion","Oesophagoscopy with excision of lesion"
"3047814","1006","Panendoscopy to ileum with removal of foreign body","Panendoscopy to ileum w R/O FB"
"3047815","1007","Panendoscopy to ileum with diathermy","Panendoscopy to ileum with diathermy"
"3047816","1007","Panendoscopy to ileum with heater probe coagulation","Panend to ileum w heater probe coagltn"
"3047817","1007","Panendoscopy to ileum with laser coagulation","Panend to ileum w laser coagulation"
"3047818","1008","Panendoscopy to ileum with excision of lesion","Panend to ileum w excision lesion"
"3047819","856","Oesophagoscopy with other coagulation","Oesophagoscopy with other coagulation"
"3047820","1007","Panendoscopy to duodenum with other coagulation","Panendoscopy to duodenum w other coagltn"
"3047821","1007","Panendoscopy to ileum with other coagulation","Panendoscopy to ileum with other coagltn"
"3047900","856","Endoscopic laser therapy to oesophagus","Endoscopic laser therapy to oesophagus"
"3047901","931","Endoscopic laser therapy to rectum","Endoscopic laser therapy to rectum"
"3047902","908","Endoscopic laser therapy to large intestine","Endosc laser therapy to large intestine"
"3048100","870","Initial insertion of percutaneous endoscopic gastrostomy [PEG] tube","Initial ins perc endosc gastrostomy tube"
"3048200","870","Repeat insertion of percutaneous endoscopic gastrostomy [PEG] tube","Repeat ins perc endosc gastrostomy tube"
"3048300","870","Insertion of percutaneous nonendoscopic gastrostomy button","Ins perc nonendosc gastrostomy button"
"3048400","957","Endoscopic retrograde cholangiopancreatography [ERCP]","ERCP"
"3048401","957","Endoscopic retrograde cholangiography [ERC]","Endoscopic retrograde cholangiography"
"3048402","974","Endoscopic retrograde pancreatography [ERP]","Endoscopic retrograde pancreatography"
"3048500","963","Endoscopic sphincterotomy","Endoscopic sphincterotomy"
"3048501","963","Endoscopic sphincterotomy with extraction of calculus from common bile duct","Endosc sphincterotomy extr calculus CBD"
"3048700","892","Intubation of small intestine","Intubation of small intestine"
"3049000","853","Endoscopic insertion of oesophageal prosthesis","Endoscopic ins oesophageal prosthesis"
"3049001","853","Endoscopic replacement of oesophageal prosthesis","Endosc replace of oesophageal prosthesis"
"3049002","853","Endoscopic removal of oesophageal prosthesis","Endosc removal of oesophageal prosthesis"
"3049100","958","Endoscopic stenting of other parts of biliary tract","Endosc stenting other prt biliary tract"
"3049101","958","Endoscopic stenting of pancreatic duct","Endoscopic stenting of pancreatic duct"
"3049102","975","Endoscopic stenting of pancreatic duct","Endoscopic stenting of pancreatic duct"
"3049103","975","Endoscopic replacement of pancreatic stent","Endosc replace of pancreatic stent"
"3049104","975","Endoscopic removal of pancreatic stent","Endosc R/O pancreatic stent"
"3049200","958","Percutaneous stenting of biliary tract","Percutaneous stenting of biliary tract"
"3049201","960","Percutaneous replacement of biliary stent","Percutaneous replacement biliary stent"
"3049202","960","Percutaneous removal of biliary stent","Percutaneous removal of biliary stent"
"3049300","1859","Biliary manometry","Biliary manometry"
"3049400","971","Endoscopic dilation of other parts of biliary tract","Endosc dilat other parts biliary tract"
"3049500","971","Percutaneous dilation of biliary tract","Percutaneous dilation of biliary tract"
"3049600","872","Selective vagotomy","Selective vagotomy"
"3049601","884","Selective vagotomy with pyloroplasty","Selective vagotomy with pyloroplasty"
"3049602","884","Selective vagotomy with gastro-enterostomy","Selective vagotomy w gastro-enterostomy"
"3049700","877","Selective vagotomy with partial gastrectomy and gastroduodenal anastomosis","Vagotomy prt gastrecty gastoduod anstms"
"3049701","877","Selective vagotomy with partial gastrectomy and gastrojejunal anastomosis","Vagotomy prt gastrecty gastjejnl anstms"
"3049702","877","Selective vagotomy with partial gastrectomy and Roux-en-Y reconstruction","Vagotomy prt gastrecty Roux-en-Y recon"
"3049900","872","Highly selective vagotomy","Highly selective vagotomy"
"3050000","884","Highly selective vagotomy with duodenoplasty","Highly sel vagotomy w duodenoplasty"
"3050200","884","Highly selective vagotomy with dilation of pylorus","Highly sel vagotomy w dilation pylorus"
"3050300","876","Partial gastrectomy with gastroduodenal anastomosis following previous procedure for peptic ulcer disease","Prt gastrectomy gastoduod foll PU proc"
"3050301","876","Partial gastrectomy with gastrojejunal anastomosis following previous procedure for peptic ulcer disease","Prt gastrectomy gastjejnl foll PU proc"
"3050302","876","Partial gastrectomy with Roux-en-Y reconstruction following previous procedure for peptic ulcer disease","Prt gastrectomy Roux-en-Y foll PU proc"
"3050303","878","Selective vagotomy with partial gastrectomy and gastroduodenal anastomosis following previous procedure for peptic ulcer disease","Vagotmy gastrecty gastoduod foll PU proc"
"3054101","859","Trans-hiatal oesophagectomy by abdominal and cervical mobilisation, with oesophagojejunal anastomosis","Trnshtl oesphecty w oesophgojejnl anstms"
"3050304","878","Selective vagotomy with partial gastrectomy and gastrojejunal anastomosis following previous procedure for peptic ulcer disease","Vagotmy gastrecty gastjejnl foll PU proc"
"3050305","878","Selective vagotomy with partial gastrectomy and Roux-en-Y reconstruction following previous procedure for peptic ulcer disease","Vagotomy, gastrecty RouxY foll PU proc"
"3050500","874","Control of bleeding peptic ulcer","Control of bleeding peptic ulcer"
"3050900","880","Control of bleeding peptic ulcer by gastric resection","Gastric resection for bleed peptic ulcer"
"3051100","889","Gastric reduction","Gastric reduction"
"3051101","889","Laparoscopic gastric reduction","Laparoscopic gastric reduction"
"3051102","889","Laparoscopic adjustable gastric banding [LAGB]","Lap adjustable gastric banding [LAGB]"
"3051103","889","Laparoscopic nonadjustable gastric banding [LNGB]","Lap nonadjustable gastric banding [LNGB]"
"3051104","889","Adjustable gastric banding [AGB]","Adjustable gastric banding [AGB]"
"3051105","889","Nonadjustable gastric banding [NGB]","Nonadjustable gastric banding [NGB]"
"3051106","889","Laparoscopic gastroplasty","Laparoscopic gastroplasty"
"3051107","889","Endoscopic gastroplasty","Endoscopic gastroplasty"
"3051108","889","Gastroplasty","Gastroplasty"
"3051109","889","Laparoscopic sleeve gastrectomy [LSG]","Laparoscopic sleeve gastrectomy [LSG]"
"3051110","889","Sleeve gastrectomy [SG]","Sleeve gastrectomy [SG]"
"3051200","889","Gastric bypass","Gastric bypass"
"3051201","889","Laparoscopic biliopancreatic diversion [LBPD]","Laparoscopic biliopancreatic diversion"
"3051202","889","Biliopancreatic diversion [BPD]","Biliopancreatic diversion [BPD]"
"3051203","889","Laparoscopic gastric bypass","Laparoscopic gastric bypass"
"3051400","889","Surgical reversal of procedure for morbid obesity","Surg reversal proc for morbid obesity"
"3051401","889","Revision procedure for obesity","Revision procedure for obesity"
"3051500","881","Gastro-enterostomy","Gastro-enterostomy"
"3051501","897","Enterocolostomy","Enterocolostomy"
"3051502","897","Enteroenterostomy","Enteroenterostomy"
"3051503","913","Ileocolic resection with anastomosis","Ileocolic resection with anastomosis"
"3051504","913","Laparoscopic ileocolic resection with anastomosis","Lap ileocolic resection with anastomosis"
"3051505","913","Ileocolic resection with formation of stoma","Ileocolic resection w frm stoma"
"3051506","913","Laparoscopic ileocolic resection with formation of stoma","Lap ileocolic resection w frm stoma"
"3051700","888","Reconstruction of pyloroplasty","Reconstruction of pyloroplasty"
"3051701","888","Reconstruction of gastroenterostomy","Reconstruction of gastroenterostomy"
"3051800","875","Partial distal gastrectomy with gastroduodenal anastomosis","Prt dstl gastrectomy gastoduod anstms"
"3051801","875","Partial distal gastrectomy with gastrojejunal anastomosis","Prt distal gastrectomy gastjejnl anstms"
"3051802","875","Partial proximal gastrectomy with oesophagogastric anastomosis","Prt prx gastrectomy, oesphgast anstms"
"3052000","880","Local excision of lesion of stomach","Local excision of lesion of stomach"
"3052100","879","Total gastrectomy","Total gastrectomy"
"3052300","879","Subtotal gastrectomy","Subtotal gastrectomy"
"3052400","879","Radical gastrectomy","Radical gastrectomy"
"3052700","886","Fundoplasty, laparoscopic approach","Fundoplasty, laparoscopic approach"
"3052701","886","Fundoplasty, laparoscopic approach, with closure of diaphragmatic hiatus","Lap fundoplasty w closure diaph hiatus"
"3052702","886","Fundoplasty, abdominal approach","Fundoplasty, abdominal approach"
"3052703","886","Fundoplasty, abdominal approach, with closure of diaphragmatic hiatus","Abdo fundoplasty w closure diaph hiatus"
"3052704","886","Fundoplasty, transthoracic approach","Fundoplasty, transthoracic approach"
"3052705","886","Fundoplasty, transthoracic approach, with closure of diaphragmatic hiatus","Trnsthorc fundoplasty w cls diaph hiatus"
"3052706","886","Fundoplasty, transoral approach","Fundoplasty, transoral approach"
"3052900","886","Fundoplasty, abdominal approach, with oesophagoplasty","Abdominal fundoplasty w oesophagoplasty"
"3052901","886","Fundoplasty, transthoracic approach, with oesophagoplasty","Trnsthorc fundoplasty w oesophagoplasty"
"3053000","886","Fundoplasty with cardiopexy","Fundoplasty with cardiopexy"
"3053200","854","Oesophagogastric myotomy, laparoscopic approach","Oesophagogastric myotomy, lap appr"
"3053201","864","Oesophagogastric myotomy, abdominal approach, with closure of diaphragmatic hiatus","Abdo oesphgast myotomy cls diaph hiatus"
